OBS	Resp	PPV
1.6163	0.8343	0.9443
1.6272	0.8358	0.9442
1.6322	0.8365	0.9441
1.6581	0.84	0.944
1.6624	0.8406	0.9451
1.6644	0.8408	0.945
1.6769	0.8425	0.9449
1.6842	0.8435	0.9448
1.7381	0.8505	0.946
1.7413	0.8509	0.9459
1.7455	0.8514	0.9458
1.7486	0.8518	0.947
1.7719	0.8547	0.9469
1.7875	0.8566	0.9468
1.7906	0.857	0.9467
1.7977	0.8579	0.9479
1.8021	0.8584	0.9478
1.8312	0.8619	0.9477
1.8401	0.863	0.9476
1.9018	0.8701	0.9475
1.9107	0.8711	0.9474
1.9338	0.8737	0.9485
1.9539	0.8759	0.9497
1.9564	0.8761	0.9496
1.9685	0.8775	0.9507
1.9898	0.8797	0.9506
2.0158	0.8824	0.9505
2.0193	0.8828	0.9504
2.0276	0.8837	0.9503
2.0301	0.8839	0.9515
2.0313	0.884	0.9514
2.0377	0.8847	0.9513
2.046	0.8855	0.9512
2.0544	0.8864	0.9524
2.0753	0.8885	0.9523
2.0994	0.8908	0.9522
2.1115	0.892	0.9521
2.1298	0.8938	0.952
2.1464	0.8953	0.9532
2.1498	0.8957	0.9531
2.1567	0.8963	0.953
2.1639	0.897	0.9529
2.1779	0.8983	0.9541
2.1842	0.8988	0.954
2.2364	0.9035	0.9539
2.2587	0.9054	0.9538
2.2719	0.9065	0.9537
2.2756	0.9068	0.9536
2.2931	0.9083	0.9535
2.3149	0.9101	0.9534
2.3182	0.9104	0.9533
2.3532	0.9132	0.9544
2.3617	0.9139	0.9543
2.3639	0.914	0.9542
2.3776	0.9151	0.9554
2.3789	0.9152	0.9553
2.3986	0.9167	0.9552
2.4049	0.9172	0.9551
2.4218	0.9185	0.955
2.4583	0.9212	0.9549
2.4625	0.9215	0.9548
2.4844	0.923	0.9547
2.4854	0.9231	0.956
2.5025	0.9243	0.9559
2.5136	0.9251	0.9558
2.5219	0.9257	0.9557
2.5362	0.9266	0.957
2.5367	0.9267	0.9569
2.5481	0.9274	0.9568
2.5577	0.9281	0.9567
2.5674	0.9287	0.9566
2.5766	0.9293	0.9579
2.6002	0.9309	0.9578
2.6176	0.932	0.9577
2.627	0.9326	0.9576
2.6344	0.933	0.9575
2.6585	0.9345	0.9574
2.6721	0.9354	0.9587
2.6826	0.936	0.9586
2.7171	0.938	0.9585
2.7429	0.9395	0.9584
2.7797	0.9416	0.9597
2.7804	0.9416	0.9596
2.7959	0.9425	0.9609
2.8988	0.9478	0.9608
2.9381	0.9497	0.9607
2.9609	0.9508	0.9606
2.9632	0.9509	0.9605
2.9792	0.9516	0.9604
2.9926	0.9522	0.9603
3.0337	0.9541	0.9602
3.0534	0.9549	0.9601
3.0697	0.9556	0.96
3.078	0.956	0.9599
3.1022	0.957	0.9598
3.1377	0.9584	0.9611
3.1417	0.9586	0.961
3.1551	0.9591	0.9623
3.1682	0.9596	0.9622
3.1766	0.9599	0.9621
3.1833	0.9602	0.962
3.1854	0.9603	0.9635
3.1874	0.9604	0.9634
3.1973	0.9607	0.9633
3.1994	0.9608	0.9647
3.2287	0.9619	0.9646
3.2379	0.9622	0.9645
3.2421	0.9624	0.9644
3.2662	0.9633	0.9643
3.3008	0.9645	0.9642
3.306	0.9646	0.9641
3.3132	0.9649	0.964
3.3203	0.9651	0.9639
3.336	0.9656	0.9638
3.3808	0.9671	0.9637
3.3955	0.9676	0.9636
3.454	0.9693	0.9632
3.4656	0.9697	0.9631
3.4685	0.9698	0.963
3.4819	0.9702	0.9629
3.4884	0.9704	0.9628
3.5091	0.9709	0.9627
3.5364	0.9717	0.9626
3.5516	0.9721	0.9625
3.5598	0.9723	0.9624
3.5818	0.9729	0.9652
3.589	0.9731	0.9651
3.6006	0.9734	0.965
3.6118	0.9737	0.9649
3.6342	0.9743	0.9665
3.6388	0.9744	0.9664
3.6555	0.9748	0.9663
3.6584	0.9749	0.9662
3.6734	0.9752	0.9661
3.6766	0.9753	0.966
3.6857	0.9755	0.9676
3.6936	0.9757	0.9675
3.7084	0.9761	0.9674
3.7132	0.9762	0.9673
3.7271	0.9765	0.9672
3.7318	0.9766	0.9671
3.7408	0.9768	0.967
3.7512	0.977	0.9669
3.7613	0.9773	0.9685
3.7655	0.9774	0.9684
3.7697	0.9775	0.9683
3.812	0.9784	0.9682
3.8238	0.9786	0.9681
3.8348	0.9789	0.968
3.8524	0.9792	0.9679
3.8605	0.9794	0.9695
3.8633	0.9794	0.9694
3.8789	0.9797	0.9693
3.8942	0.98	0.9692
3.9001	0.9802	0.9709
3.9005	0.9802	0.9708
3.922	0.9806	0.9707
3.9406	0.9809	0.9706
3.9723	0.9815	0.9705
3.9796	0.9817	0.9704
3.9901	0.9818	0.9703
4.0095	0.9822	0.9702
4.0329	0.9826	0.9701
4.0379	0.9827	0.97
4.0427	0.9828	0.9699
4.0591	0.983	0.9698
4.0868	0.9835	0.9715
4.0982	0.9837	0.9732
4.1079	0.9838	0.9731
4.1115	0.9839	0.973
4.1144	0.9839	0.9729
4.1296	0.9842	0.9746
4.1444	0.9844	0.9745
4.1768	0.9849	0.9744
4.1866	0.985	0.9743
4.2009	0.9852	0.9742
4.2067	0.9853	0.9741
4.2175	0.9855	0.974
4.2238	0.9856	0.9739
4.2313	0.9857	0.9738
4.2455	0.9859	0.9737
4.2907	0.9865	0.9736
4.2967	0.9866	0.9735
4.2982	0.9866	0.9734
4.3147	0.9868	0.9733
4.3932	0.9878	0.9728
4.4014	0.9879	0.9727
4.4038	0.9879	0.9726
4.4089	0.988	0.9725
4.4236	0.9882	0.9724
4.4355	0.9883	0.9723
4.4473	0.9884	0.9722
4.4876	0.9889	0.9721
4.4896	0.9889	0.972
4.507	0.9891	0.9759
4.521	0.9892	0.9758
4.5386	0.9894	0.9777
4.5402	0.9894	0.9776
4.5529	0.9896	0.9775
4.5704	0.9898	0.9774
4.5875	0.9899	0.9773
4.6069	0.9901	0.9772
4.6072	0.9901	0.9771
4.614	0.9902	0.977
4.6353	0.9904	0.9769
4.6439	0.9905	0.9768
4.6717	0.9907	0.9767
4.7004	0.991	0.9766
4.7048	0.991	0.9765
4.7158	0.9911	0.9764
4.7271	0.9912	0.9763
4.7381	0.9913	0.9762
4.7633	0.9915	0.9761
4.7709	0.9916	0.976
4.7893	0.9918	0.978
4.811	0.9919	0.9779
4.8208	0.992	0.98
4.8376	0.9921	0.9799
4.8587	0.9923	0.9798
4.8611	0.9923	0.9797
4.872	0.9924	0.9819
4.8815	0.9925	0.9818
4.8875	0.9925	0.9817
4.9098	0.9927	0.9816
4.919	0.9927	0.9815
4.9296	0.9928	0.9814
4.941	0.9929	0.9813
4.9591	0.993	0.9812
4.971	0.9931	0.9811
4.9845	0.9932	0.981
4.999	0.9933	0.9809
5.0314	0.9935	0.9808
5.0377	0.9936	0.9807
5.0442	0.9936	0.9806
5.0511	0.9936	0.983
5.0651	0.9937	0.9829
5.0677	0.9937	0.9828
5.0748	0.9938	0.9827
5.0814	0.9938	0.9851
5.0838	0.9938	0.985
5.0976	0.9939	0.9849
5.0993	0.9939	0.9848
5.1113	0.994	0.9847
5.1246	0.9941	0.9846
5.162	0.9943	0.9845
5.1865	0.9944	0.9844
5.2039	0.9945	0.9843
5.2194	0.9946	0.9868
5.2344	0.9947	0.9867
5.2487	0.9948	0.9866
5.2657	0.9949	0.9865
5.278	0.9949	0.9864
5.2987	0.995	0.9863
5.3143	0.9951	0.9862
5.3234	0.9951	0.9861
5.3296	0.9952	0.9889
5.3346	0.9952	0.9888
5.3406	0.9952	0.9916
5.3493	0.9953	0.9915
5.3818	0.9954	0.9914
5.392	0.9955	0.9913
5.3963	0.9955	0.9942
5.417	0.9956	0.9941
5.427	0.9956	0.994
5.4286	0.9956	0.997
5.4791	0.9958	0.9969
5.5652	0.9962	0.9968
5.6607	0.9965	0.9967
5.746	0.9968	0.9966
5.85	0.9971	0.9965
5.8935	0.9973	0.9964
5.9574	0.9974	0.9963
5.9926	0.9975	0.9962
6.0413	0.9976	0.9961
6.0618	0.9977	0.996
6.1251	0.9978	0.9959
6.1659	0.9979	0.9958
6.2173	0.998	0.9957
6.3179	0.9982	0.9956
6.3489	0.9983	0.9955
6.369	0.9983	0.9954
6.388	0.9983	0.9953
6.467	0.9984	0.9952
6.4834	0.9985	0.9951
6.496	0.9985	0.995
6.511	0.9985	0.9949
6.5348	0.9986	0.9948
6.5779	0.9986	0.9947
6.6229	0.9987	0.9946
6.6357	0.9987	0.9945
6.6644	0.9987	0.9944
6.7079	0.9988	0.9943
6.8475	0.9989	0.9939
6.8647	0.999	0.9938
6.881	0.999	0.9937
6.8935	0.999	0.9936
6.9111	0.999	0.9935
6.9189	0.999	0.9934
6.9351	0.999	0.9933
6.9467	0.999	0.9932
6.9621	0.9991	0.9931
6.9734	0.9991	0.993
7.0219	0.9991	0.9929
7.0345	0.9991	0.9928
7.0864	0.9992	0.9927
7.0921	0.9992	0.9926
7.1252	0.9992	0.9925
7.1397	0.9992	0.9924
7.153	0.9992	0.9923
7.1576	0.9992	0.9922
7.1725	0.9992	0.9921
7.1754	0.9992	0.992
7.1954	0.9993	0.9919
7.2121	0.9993	0.9918
7.2194	0.9993	0.9917
7.2613	0.9993	0.9912
7.2743	0.9993	0.9911
7.2999	0.9993	0.991
7.3024	0.9993	0.9909
7.3182	0.9993	0.9908
7.3182	0.9993	0.9907
7.3238	0.9993	0.9906
7.3308	0.9993	0.9905
7.354	0.9994	0.9904
7.3829	0.9994	0.9903
7.3881	0.9994	0.9902
7.4065	0.9994	0.9901
7.4113	0.9994	0.99
7.413	0.9994	0.9899
7.4243	0.9994	0.9898
7.4867	0.9994	0.9897
7.4867	0.9994	0.9896
7.5129	0.9995	0.9895
7.5452	0.9995	0.9894
7.5674	0.9995	0.9892
7.5776	0.9995	0.9891
7.5835	0.9995	0.989
7.6383	0.9995	0.9886
7.646	0.9995	0.9885
7.6476	0.9995	0.9884
7.6524	0.9995	0.9882
7.6771	0.9995	0.9881
7.6859	0.9995	0.988
7.7129	0.9996	0.9878
7.713	0.9996	0.9877
7.7144	0.9996	0.9875
7.7174	0.9996	0.9873
7.7229	0.9996	0.9872
7.727	0.9996	0.987
7.7857	0.9996	0.9859
7.8251	0.9996	0.9857
7.8301	0.9996	0.9855
7.8307	0.9996	0.9853
7.8933	0.9996	0.9841
7.9104	0.9996	0.9839
7.9224	0.9996	0.9836
7.9552	0.9996	0.9833
8.0183	0.9997	0.9831
8.0295	0.9997	0.9825
8.0429	0.9997	0.9821
8.111	0.9997	0.9804
8.138	0.9997	0.9796
8.1564	0.9997	0.9792
8.1845	0.9997	0.9787
8.1954	0.9997	1
